,url,pub_date,title,authors,image,keywords,text
0,https://pagesix.com/2019/02/15/suspect-in-jussie-smollett-case-previously-arrested-for-attempted-murder/,2019-02-15 00:00:00,Suspect in Jussie Smollett case previously arrested for attempted murder,['February'],https://nyppagesix.files.wordpress.com/2018/05/jussie-smollett1.jpg?quality=90&strip=all&w=1200,"['smollett', 'share', 'paper', 'case', 'jussie', 'murder', 'previously', 'windowclick', 'arrested', 'man', 'suspect', 'chicago', 'empire', 'saidthe', 'attack', 'attempted', 'opens']","Click to email this to a friend (Opens in new window)

Click to share on Twitter (Opens in new window)

Click to share on Facebook (Opens in new window)

One of the suspects in the alleged attack on “Empire” star Jussie Smollett was previously arrested in Chicago for attempted murder, a report said Friday.

The man was busted in 2011 for a stabbing in the north Chicago neighborhood near where authorities raided a house Wednesday night and confiscated items related to the Smollett case, according to The Chicago Sun-Times.

He struck a deal with prosecutors and pleaded guilty to aggravated harassment for the 2011 attack, the paper said.

The sentence was two years probation and the man was ordered to pay a $674 fine, the paper said.

The suspect and his brother were arrested on Wednesday at O’Hare International Airport for the Smollett attack after returning from Nigeria. At least one of them worked on “Empire,” reports said.

Their involvement in the attack was not immediately clear, but detectives were questioning them Friday.

Smollett says he was on the phone with his manager, Brandon Z. Moore, and walking home from a Subway restaurant in Chicago at 2 a.m. Jan. 29 when he was accosted by two people who shouted racial slurs, tied a noose around his neck and doused him with a “chemical substance” resembling bleach."
1,https://pjmedia.com/trending/chicago-police-on-jussie-smollett-case-no-evidence-its-a-hoax/,,Chicago Police on Jussie Smollett Case: 'No Evidence It's a Hoax',"[""Tyler O'Neil""]",https://static.pjmedia.com/trending/user-content/51/files/2019/02/AP_19030848594116.sized-770x415xc.jpg,"['smollett', 'alleged', 'case', 'jussie', 'smolletts', 'chicago', 'video', 'pj', 'evidence', 'told', 'attack', 'suspects', 'hoax', 'osundairo']","On Friday, Chicago Police announced that they had arrested two suspects in the alleged assault on Empire star Jussie Smollett. Both are Nigerians, and one appeared on Empire in the past. Police had questioned them earlier this week. While police told PJ Media they have yet to find any video documenting the alleged attack, they insisted there is no evidence it is a hoax.

“Interrogations will resume today with the two individuals and their attorney. While we haven’t found any video documenting the alleged attack, there is also no evidence to say that this is a hoax,” Anthony Guglielmi, chief communications officer at the Chicago Police Department, told PJ Media.

“The alleged victim is being cooperative at this time and continues to be treated as a victim, not a suspect,” he added. Smollett claimed that on January 29, masked white attackers wearing MAGA hats had screamed “This is MAGA country!” before seizing him, putting a noose around his neck, and pouring an unknown bleach-smelling liquid on him.

Smollett turned over redacted phone records to police, and Guglielmi said those records “do not meet the burden for a criminal investigation as they were limited and heavily redacted,” ABC7 Chicago reported. Even so, it appears police have not discovered conclusive evidence that Smollett was lying.

This week, The New York Post discovered a suspicious hot sauce bottle with bleach-smelling liquid that may have been planted at the scene to corroborate Smollett’s story, which might be a hoax.

On Wednesday, CPD confirmed to PJ Media that even though the hot sauce bottle was not found at the scene during the initial police canvases and the video footage did not capture the attack, they still consider Smollett a victim.

As for the men arrested, Olabinjo “Ola” Osundairo and his brother Abimbola “Abel” Osundairo are Nigerian bodybuilders and aspiring actors On February 1, Abel Osundairo posted a video to Instagram showing him in Nigeria. In January 2019, Abel posted a video to Instagram using Smollett’s song “Ha Ha (I Love You)” as a backing track. Ola Osundairo appeared in Empire playing Chris Rock’s bodyguard.

“For clarification, the two individuals interviewed are classified as potential suspects,” Chicago Police told PJ Media. “Detectives have probable cause that they may have been involved in an alleged crime and we are working to corroborate the allegations and investigative timeline as our investigation continues.”

Police arrested the Osundairos on Wednesday. “No charges have been issued,” Guglielmi told PJ Media.

It seems increasingly likely the Jussie Smollett story — MAGA hat-wearing whites assaulting a black gay actor — is a hoax. If these Nigerian suspects carried out the alleged attack, that does not fit Smollett’s narrative. If they conspired with Smollett to fabricate the story, that’s even worse.

Follow Tyler O’Neil, the author of this article, on Twitter at @Tyler2ONeil."
2,https://www.thescottishsun.co.uk/tvandshowbiz/3885898/jussie-smollett-cops-arrest-two-nigerian-brothers-who-worked-as-empire-extras-over-racist-attack-on-star/,2019-02-15 23:43:32+00:00,Two ‘Empire extra’ brothers arrested over ‘racist’ attack on actor Jussie Smollett are released without charge,['Jenny Awford'],https://www.thescottishsun.co.uk/wp-content/uploads/sites/2/2019/02/as-comp-brothers.jpg?strip=all&quality=100&w=1200&h=800&crop=1,"['brothers', 'smollett', 'extra', 'jussie', 'empire', 'credit', 'arrested', 'racist', 'thing', 'chicago', 'attack', 'told', 'evidence', 'released', 'charge']","THE two ‘Empire extras’ who were arrested over the allegedly racist and homophobic attack on actor Jussie Smollett have been released without charge.

Nigerian brothers Abimbola 'Abel' and Olabinjo 'Ola' Osundairo are no longer suspects in the case after new evidence emerged during their interrogations, cops said.

7 Abimbola 'Abel' and Olabinjo 'Ola' Osundairo have been released without charge Credit: Instagram

7 Jussie, 36, told how he was beaten, doused in acid and had a noose put around his neck

They had been held over the attack on Jussie, 36, who was allegedly beaten, doused in acid and had a noose put around his neck in an attack last month in Chicago.

The brothers appeared as extras in Jussie’s hit TV show Empire and worked out with him at the gym, according to reports.

""Due to new evidence as a result of today's interrogations, the individuals questioned by police in the Empire case have now been released without charging and detectives have additional investigative work to complete,"" the Chicago Police Department said.

Cops previously said that the pair were persons of interest after they were recognised from CCTV footage in the area where Smollett said two men jumped him at 2am.

NEW EVIDENCE FROM INTERROGATIONS

The development comes after Jussie hit back at claims he faked the Chicago attack because he was being written out of Empire.

Jussie, 36, told how he was punched and kicked by white attackers shouting ""This is MAGA country"" (Make America Great Again) in the early hours of January 29.

The actor, who is black and gay and who plays gay character Jamal Lyon in Empire, said the men also called him a “f***ot”.

After the Nigerian brothers were arrested, their lawyer, Gloria Schmidt, told CBS News they were not involved in the attack.

“It’s an awful thing that happened to Jussie, but it’s not my guys.

“This is someone that they know, this is someone that they’ve worked with,” she said.

“So they don’t want to see somebody go through that.”

In the wake of the assault, Jussie has been hit by claims that the attack was faked.

'NO SIGNS ATTACK WAS A HOAX'

The police spokesman said that there is ""no evidence to say that this is a hoax"" and that Smollett ""continues to be treated by police as a victim, not a suspect.""

Speaking out about the hoax claims, Jussie said: ""I'm p***ed off. It's the attackers, but it's also the attacks.""

Holding back tears, he said:""Like, you know, at first it was the thing of like, listen, if I tell the truth then that's it because it's the truth. Then it became a thing of, like, how can you doubt that? How can you not believe that? It's the truth.

""Then it became a thing of, like, it's not necessarily that you don't believe that this is the truth. You don't even want to see the truth.""

The performer went back to work two weeks ago for the first time since two masked men attacked him and put a rope around his neck in Chicago, USA, in January.

The Chicago Sun Times reported that he told the crowd at the Troubador in West Hollywood: ""The most important thing I can say is ‘thank you so much, and I’m OK.""

""I’m not fully healed yet, but I’m going to be, and I’m gonna stand strong with y’all.""

MOST READ IN TV&SHOWBIZ PHIL ME UP Inside Phillip Schofield's country house as he sips wine at marble breakfast bar NEW BEGINNINGS Tommy Fury and Molly-Mae Hague move into incredible £1.3million apartment PORTU-GAL Thom Evans introduces girlfriend Nicole Scherzinger to parents at Portugal home 'dirty grandpa' Gail Porter says paedo Savile gave her the 'creeps' during TOTP encounter Exclusive PLAYING VARD BALL Becky Vardy to face Coleen in High Court after launching £1m lawsuit temperature rising Elizabeth Hurley, 55, ditches her bra in sexy outdoor topless snap

Detectives have recovered more surveillance footage of Jussie walking home from a Subway restaurant that morning, including video of him arriving at his apartment building with a rope around his neck.

However, his phone records were rejected by police for being heavily redacted’ in the investigation into his brutal racist attack.

TMZ reported that the PDF file the 35-year-old star submitted could have been ""manipulated"" - claiming that numbers may have been added or deleted - although police told the publication that there is no evidence that the file had been altered.

7 Ola appeared on the second season of Empire as an extra. He is shown with Lee Daniels, the show's creator, on set in 2015 Credit: Instagram

7 CCTV images have been released as cops hunt the attackers who put a noose around Empire star Jussie Smollett’s neck Credit: Chicago police

7 Empire director Lee Daniels shared this image of Jussie on Instagram after the attack but deleted it Credit: Twitter

7 Jussie received hate mail on the set of Empire and was offered extra security days before the attack

7 Jussie plays gay character Jamal Lyon in the hit show Credit: Alamy

Empire actor Jussie Smollett 'attacked with chemical and had noose put around his neck by MAGA attackers in hate crime' in Chicago

Jussie Smollett says there has never been a 'closet to come out from' on The Ellen DeGeneres Show

Got a story? email digishowbiz@the-sun.co.uk or call us direct on 02077824220.

We pay for videos too. Click here to upload yours."
3,https://www.thesun.ie/tvandshowbiz/3762247/jussie-smollett-cops-arrest-two-nigerian-brothers-who-worked-as-empire-extras-over-racist-attack-on-star/,2019-02-15 23:43:32+00:00,Two ‘Empire extra’ brothers arrested over ‘racist’ attack on actor Jussie Smollett are released without charge,['Jenny Awford'],https://www.thesun.ie/wp-content/uploads/sites/3/2019/02/as-comp-brothers-1.jpg?strip=all&quality=100&w=1200&h=800&crop=1,"['brothers', 'smollett', 'extra', 'jussie', 'empire', 'credit', 'arrested', 'racist', 'thing', 'chicago', 'attack', 'told', 'evidence', 'released', 'charge']","THE two ‘Empire extras’ who were arrested over the allegedly racist and homophobic attack on actor Jussie Smollett have been released without charge.

Nigerian brothers Abimbola 'Abel' and Olabinjo 'Ola' Osundairo are no longer suspects in the case after new evidence emerged during their interrogations, cops said.

7 Abimbola 'Abel' and Olabinjo 'Ola' Osundairo have been released without charge Credit: Instagram

7 Jussie, 36, told how he was beaten, doused in acid and had a noose put around his neck

They had been held over the attack on Jussie, 36, who was allegedly beaten, doused in acid and had a noose put around his neck in an attack last month in Chicago.

The brothers appeared as extras in Jussie’s hit TV show Empire and worked out with him at the gym, according to reports.

""Due to new evidence as a result of today's interrogations, the individuals questioned by police in the Empire case have now been released without charging and detectives have additional investigative work to complete,"" the Chicago Police Department said.

Cops previously said that the pair were persons of interest after they were recognised from CCTV footage in the area where Smollett said two men jumped him at 2am.

NEW EVIDENCE FROM INTERROGATIONS

The development comes after Jussie hit back at claims he faked the Chicago attack because he was being written out of Empire.

Jussie, 36, told how he was punched and kicked by white attackers shouting ""This is MAGA country"" (Make America Great Again) in the early hours of January 29.

The actor, who is black and gay and who plays gay character Jamal Lyon in Empire, said the men also called him a “f***ot”.

After the Nigerian brothers were arrested, their lawyer, Gloria Schmidt, told CBS News they were not involved in the attack.

“It’s an awful thing that happened to Jussie, but it’s not my guys.

“This is someone that they know, this is someone that they’ve worked with,” she said.

“So they don’t want to see somebody go through that.”

In the wake of the assault, Jussie has been hit by claims that the attack was faked.

'NO SIGNS ATTACK WAS A HOAX'

The police spokesman said that there is ""no evidence to say that this is a hoax"" and that Smollett ""continues to be treated by police as a victim, not a suspect.""

Speaking out about the hoax claims, Jussie said: ""I'm p***ed off. It's the attackers, but it's also the attacks.""

Holding back tears, he said:""Like, you know, at first it was the thing of like, listen, if I tell the truth then that's it because it's the truth. Then it became a thing of, like, how can you doubt that? How can you not believe that? It's the truth.

""Then it became a thing of, like, it's not necessarily that you don't believe that this is the truth. You don't even want to see the truth.""

The performer went back to work two weeks ago for the first time since two masked men attacked him and put a rope around his neck in Chicago, USA, in January.

The Chicago Sun Times reported that he told the crowd at the Troubador in West Hollywood: ""The most important thing I can say is ‘thank you so much, and I’m OK.""

""I’m not fully healed yet, but I’m going to be, and I’m gonna stand strong with y’all.""

MOST READ IN TV&SHOWBIZ facing off Ryan Tubridy wears face mask for first time and slams 'confusing' messaging family time Westlife's Kian Egan says lockdown was 'blessing' for him and his family pub fear Claire Byrne Live viewers call pub demo with restrictions 'reason to stay home' Exclusive PLAYING VARD BALL Becky Vardy to face Coleen in High Court after launching €1m lawsuit Mop chop Baz Ashmawy says new hairdo is 'main debate' at home and will be getting cut soon SOSUEME STYLE 21ST Suzanne Jackson throws sister incredible social distancing 21st party

Detectives have recovered more surveillance footage of Jussie walking home from a Subway restaurant that morning, including video of him arriving at his apartment building with a rope around his neck.

However, his phone records were rejected by police for being heavily redacted’ in the investigation into his brutal racist attack.

TMZ reported that the PDF file the 35-year-old star submitted could have been ""manipulated"" - claiming that numbers may have been added or deleted - although police told the publication that there is no evidence that the file had been altered.

7 Ola appeared on the second season of Empire as an extra. He is shown with Lee Daniels, the show's creator, on set in 2015 Credit: Instagram

7 CCTV images have been released as cops hunt the attackers who put a noose around Empire star Jussie Smollett’s neck Credit: Chicago police

7 Empire director Lee Daniels shared this image of Jussie on Instagram after the attack but deleted it Credit: Twitter

7 Jussie received hate mail on the set of Empire and was offered extra security days before the attack

7 Jussie plays gay character Jamal Lyon in the hit show Credit: Alamy

Empire actor Jussie Smollett 'attacked with chemical and had noose put around his neck by MAGA attackers in hate crime' in Chicago

Jussie Smollett says there has never been a 'closet to come out from' on The Ellen DeGeneres Show

Got a story? email digishowbiz@the-sun.co.uk or call us direct on 02077824220.

We pay for videos too. Click here to upload yours."
4,https://www.thesun.co.uk/tvandshowbiz/8439726/jussie-smollett-cops-arrest-two-nigerian-brothers-who-worked-as-empire-extras-over-racist-attack-on-star/,2019-02-15 23:43:32+00:00,Two ‘Empire extra’ brothers arrested over ‘racist’ attack on actor Jussie Smollett are released without charge,['Jenny Awford'],https://www.thesun.co.uk/wp-content/uploads/2019/02/as-comp-brothers.jpg?strip=all&quality=100&w=1200&h=800&crop=1,"['brothers', 'smollett', 'extra', 'jussie', 'empire', 'credit', 'arrested', 'racist', 'thing', 'chicago', 'attack', 'told', 'evidence', 'released', 'charge']","THE two ‘Empire extras’ who were arrested over the allegedly racist and homophobic attack on actor Jussie Smollett have been released without charge.

Nigerian brothers Abimbola 'Abel' and Olabinjo 'Ola' Osundairo are no longer suspects in the case after new evidence emerged during their interrogations, cops said.

7 Abimbola 'Abel' and Olabinjo 'Ola' Osundairo have been released without charge Credit: Instagram

7 Jussie, 36, told how he was beaten, doused in acid and had a noose put around his neck

They had been held over the attack on Jussie, 36, who was allegedly beaten, doused in acid and had a noose put around his neck in an attack last month in Chicago.

The brothers appeared as extras in Jussie’s hit TV show Empire and worked out with him at the gym, according to reports.

""Due to new evidence as a result of today's interrogations, the individuals questioned by police in the Empire case have now been released without charging and detectives have additional investigative work to complete,"" the Chicago Police Department said.

Cops previously said that the pair were persons of interest after they were recognised from CCTV footage in the area where Smollett said two men jumped him at 2am.

NEW EVIDENCE FROM INTERROGATIONS

The development comes after Jussie hit back at claims he faked the Chicago attack because he was being written out of Empire.

Jussie, 36, told how he was punched and kicked by white attackers shouting ""This is MAGA country"" (Make America Great Again) in the early hours of January 29.

The actor, who is black and gay and who plays gay character Jamal Lyon in Empire, said the men also called him a “f***ot”.

After the Nigerian brothers were arrested, their lawyer, Gloria Schmidt, told CBS News they were not involved in the attack.

“It’s an awful thing that happened to Jussie, but it’s not my guys.

“This is someone that they know, this is someone that they’ve worked with,” she said.

“So they don’t want to see somebody go through that.”

In the wake of the assault, Jussie has been hit by claims that the attack was faked.

'NO SIGNS ATTACK WAS A HOAX'

The police spokesman said that there is ""no evidence to say that this is a hoax"" and that Smollett ""continues to be treated by police as a victim, not a suspect.""

Speaking out about the hoax claims, Jussie said: ""I'm p***ed off. It's the attackers, but it's also the attacks.""

Holding back tears, he said:""Like, you know, at first it was the thing of like, listen, if I tell the truth then that's it because it's the truth. Then it became a thing of, like, how can you doubt that? How can you not believe that? It's the truth.

""Then it became a thing of, like, it's not necessarily that you don't believe that this is the truth. You don't even want to see the truth.""

The performer went back to work two weeks ago for the first time since two masked men attacked him and put a rope around his neck in Chicago, USA, in January.

The Chicago Sun Times reported that he told the crowd at the Troubador in West Hollywood: ""The most important thing I can say is ‘thank you so much, and I’m OK.""

""I’m not fully healed yet, but I’m going to be, and I’m gonna stand strong with y’all.""

MOST READ IN TV&SHOWBIZ Exclusive BLUE 2 Bono's daughter romps on the beach in BBC1's steamy drama The Luminaries Exclusive 'IT'S SAMEY' Megan Barton-Hanson says exes were ‘boring in bed’ & sex needed spicing up Exclusive PLAYING VARD BALL Becky Vardy to face Coleen in High Court after launching £1m lawsuit in memory Liz Hurley's son Damian posts pic of sky after dad Steve Bing's suspected suicide garden goals Scarlett Moffatt reveals her garden transformation with hot tub & disco ball PRICE IS LOOKING RIGHT Katie Price looks incredible in tight gymwear as she hits the shops

Detectives have recovered more surveillance footage of Jussie walking home from a Subway restaurant that morning, including video of him arriving at his apartment building with a rope around his neck.

However, his phone records were rejected by police for being heavily redacted’ in the investigation into his brutal racist attack.

TMZ reported that the PDF file the 35-year-old star submitted could have been ""manipulated"" - claiming that numbers may have been added or deleted - although police told the publication that there is no evidence that the file had been altered.

7 Ola appeared on the second season of Empire as an extra. He is shown with Lee Daniels, the show's creator, on set in 2015 Credit: Instagram

7 CCTV images have been released as cops hunt the attackers who put a noose around Empire star Jussie Smollett’s neck Credit: Chicago police

7 Empire director Lee Daniels shared this image of Jussie on Instagram after the attack but deleted it Credit: Twitter

7 Jussie received hate mail on the set of Empire and was offered extra security days before the attack

7 Jussie plays gay character Jamal Lyon in the hit show Credit: Alamy

Empire actor Jussie Smollett 'attacked with chemical and had noose put around his neck by MAGA attackers in hate crime' in Chicago

Jussie Smollett says there has never been a 'closet to come out from' on The Ellen DeGeneres Show

Got a story? email digishowbiz@the-sun.co.uk or call us direct on 02077824220.

We pay for videos too. Click here to upload yours."
5,https://afro.com/chicago-police-fox-dispute-reports-about-smollett-attack/,,"Chicago Police, Fox Dispute Reports About Smollett Attack",[],https://afro.com/wp-content/uploads/2019/02/AP19045698357648.jpg,"['smollett', 'didnt', 'fox', 'reports', 'attacked', 'chicago', 'thats', 'attack', 'told', 'television', 'dispute', 'maga']","By DON BABWIN, Associated Press

CHICAGO (AP) — Chicago police say local media reports that allege the attack against “Empire” actor Jussie Smollett was a hoax are unconfirmed.

The reports surfaced late Thursday as detectives were questioning two “persons of interest” who were captured on surveillance cameras in the area of downtown Chicago where Smollett said he was attacked last month.

The two men aren’t considered suspects but may have been in the area when Smollett says he was attacked, police spokesman Anthony Guglielmi said earlier Thursday. Smollett said two masked men shouted racial and homophobic slurs before attacking him and putting a rope around his neck early on Jan. 29.

Guglielmi said Thursday night that Police Superintendent Eddie Johnson contacted at least one Chicago news outlet to say investigators have no evidence to support their reporting. The spokesman added that Johnson said the “supposed CPD sources are uninformed and inaccurate.”

Producers of the television drama also disputed media reports that Smollett’s character, Jamal Lyon, was being written off the show, calling the idea “patently ridiculous.”

“(Smollett) remains a core player on this very successful series and we continue to stand behind him,” 20th Century Fox Television and Fox Entertainment said in a statement late Thursday.

Smollett, who is Black and openly gay, told ABC News in an interview that aired Thursday morning that he believes the people of interest were the ones who attacked him.

“I don’t have any doubt in my mind that that’s them,” he told the network. “Never did.”

No arrests have been made in the case. Police said they have not found surveillance video that shows the attack, but that the investigation is ongoing .

Smollett also told Robin Roberts of ABC News that people who question his narrative of the attack were “ridiculous” to think he would lie. Smollett has said he was attacked while out getting food at a Subway restaurant.

“I’ve heard that it was a date gone bad, which I also resent that narrative,” he said. “I’m not gonna go out and get a tuna sandwich and a salad to meet somebody. That’s ridiculous. And it’s offensive.

The singer and actor said the attackers yelled “this is MAGA country,” referencing President Donald Trump’s “Make America Great Again” slogan. Smollett said earlier reports from some outlets that his attackers were wearing “MAGA” hats were inaccurate.

“I didn’t need to add anything like that,” he said. “I don’t need some MAGA hat as the cherry on top of some racist sundae.”

Smollett said he didn’t want to call police at first, but that his friend and creative director, Frank Gatson, called on his behalf. Smollett said he didn’t remove a rope from around his neck before police arrived “because I wanted them to see.”

He also said he didn’t initially want to give police his cellphone because the device contained private content and phone numbers.

Smollett later gave detectives heavily redacted phone records that police have said are insufficient for a criminal investigation .

___

See AP’s complete coverage of the Jussie Smollett case:

https://www.apnews.com/JussieSmollett"
6,https://www.dailymail.co.uk/wires/pa/article-6710595/Two-men-arrested-racist-attack-Empire-star-black--US-police.html,2019-02-15 21:01:48+00:00,Two men arrested over racist attack on Empire star are...,['Press Association'],https://i.dailymail.co.uk/1s/2019/02/15/21/wire-9878014-1550264512-797_636x382.jpg,"['smollett', 'smolletts', 'star', 'empire', 'reports', 'arrested', 'racist', 'chicago', 'rope', 'guglielmi', 'attack', 'men', 'phone', 'neck', 'maga']","The investigation into actor Jussie Smollett’s account of being beaten in a racist, anti-gay attack has taken another twist after Chicago police said two men arrested over the case are also black.

Police spokesman Anthony Guglielmi said the two were arrested for “probable cause” of committing assault and battery on the Empire star but had not been charged.

Smollett, who is gay, has said two masked men beat him after shouting racial and homophobic slurs and tied a rope around his neck early on January 29.

The two suspects — whom police identified only as Nigerian brothers — were picked up at Chicago’s O’Hare International Airport on Wednesday and taken into custody after returning from Nigeria after police learned that at least one of the men worked on Empire.

Mr Guglielmi said he did not know what the man’s job was on the television drama.

He confirmed that a search warrant was executed at the Chicago apartment where the men lived but did not have any information about exactly what police found.

Actor and singer Jussie Smollett said he was attacked in Chicago (Richard Shotwell/Invision/AP)

His comments followed a furious 24 hours that included local media reports that the attack was a hoax. Police say those reports are unconfirmed.

Producers of the television drama also disputed media reports that Smollett’s character, Jamal Lyon, was being written off the show, calling the idea “patently ridiculous”.

Mr Guglielmi reiterated on Friday that there was “no evidence to say that this is a hoax” and that Smollett “continues to be treated by police as a victim, not a suspect”.

Smollett told ABC News in an interview that the men police took into custody on Wednesday were the ones who hurled racial and homophobic slurs at him, beat him, threw an undetermined chemical substance and looped a rope around his neck before running off.

Smollett has said he was attacked while out getting food at a Subway restaurant in downtown Chicago.

Mr Guglielmi said police have not found any surveillance video showing the attack itself, though they continue to look for such evidence.

He said police also are contacting various retail stores in the hopes of determining who bought the length of rope that was around Smollett’s neck.

The singer and actor said that the attackers yelled “this is MAGA country,” referencing President Donald Trump’s Make America Great Again slogan. Smollett told ABC News that earlier reports from some outlets that his attackers were wearing “MAGA” hats were inaccurate.

“I didn’t need to add anything like that,” he said. “I don’t need some MAGA hat as the cherry on top of some racist sundae.”

Smollett said he did not want to call police at first, but that his friend and creative director Frank Gatson called on his behalf. Smollett said he did not remove the rope from around his neck before police arrived “because I wanted them to see”.

He also said he did not initially want to give police his mobile phone because the device contained private content and phone numbers.

Smollett later gave detectives heavily redacted phone records that police have said are insufficient for a criminal investigation ."
7,https://www.dailymail.co.uk/wires/reuters/article-6710575/Reuters-People-News-Summary.html,2019-02-15 20:58:46+00:00,Reuters People News Summary,[],https://i.dailymail.co.uk/i/pix/m_logo_154x115px.png,"['times', 'smollett', 'perry', 'alleged', 'empire', 'racist', 'homophobic', 'york', 'bloom', 'attack', 'summary']","Following is a summary of current people news briefs.

Chicago police question two over alleged attack on 'Empire' actor

Chicago police are questioning two persons of interest who were in the area when ""Empire"" actor Jussie Smollett said he suffered a racist and homophobic assault, authorities said on Thursday. Detectives used surveillance camera footage to identify the pair, whose names have not been released, as they investigated an attack that Smollett said occurred on Jan. 29, when two men shouted racist and homophobic slurs at him and put a rope around his neck.

U.S. targeted 21 Savage for his rap lyrics, lawyer says

A lawyer for rap artist 21 Savage said on Friday the entertainer was in part detained by U.S. immigration officials because he is a celebrity who has been outspoken about family-separation security issues at the U.S.-Mexico border. The entertainer, whose real name is She'yaa BinAbraham-Joseph, was arrested on Feb. 3 by U.S. Immigration and Customs Enforcement (ICE) agents on charges he is a foreign citizen who had overstayed his visa by more than a decade. Officials said he came to the United States from Britain.

Singer Ryan Adams calls accusations in New York Times 'inaccurate'

Rock singer Ryan Adams on Wednesday called a New York Times article about him ""upsettingly inaccurate"" but said he was ""not a perfect man"" and apologized to anyone he had hurt. Adams, 44, was responding on Twitter to a New York Times story in which seven women, including his ex-wife actress Mandy Moore, accused him of manipulative behavior and of pursuing female artists for sex.

Police arrest 'potential suspects' in alleged attack on 'Empire' actor

Two Nigerian brothers have been arrested in connection with an alleged racist and homophobic assault on ""Empire"" actor Jussie Smollett in Chicago, the city's police department said on Friday. Authorities had previously said only that the pair, whose names have not been released, were persons of interest after they were recognized from surveillance camera footage taken in the area where Smollett said two men shouted slurs at him and put a rope around his neck on Jan. 29.

Katy Perry and Orlando Bloom hint at engagement with ring picture

Pop star Katy Perry and her Hollywood actor boyfriend Orlando Bloom have hinted they are engaged, posting a picture of the American singer sporting a large diamond-encrusted ring. Perry and Bloom began dating in 2016 but split for a time before getting back together."
8,https://www.heraldsun.com.au/blogs/andrew-bolt/smollett-blamed-racist-whites-police-arrest-black-friends/news-story/c12a0bc895d715c1f1821cf3b71bebd1,2019-02-15 22:25:10+00:00,SMOLLETT BLAMED RACIST WHITES. POLICE ARREST BLACK FRIENDS,[],https://cdn.newsapi.com.au/image/v1/e209efc63d3705226d76ce51f849c80e,"['blamed', 'smollett', 'uninformed', 'starson', 'friends', 'support', 'racist', 'chicago', 'thursdaychicago', 'supposed', 'white', 'stated', 'unconfirmed', 'arrest', 'black', 'whites']","Smollett, 36, who is gay, has said his attackers were white and that his story would not have been doubted if an attacker had been ""a Muslim, or a Mexican, or someone black"". He stated that they had punched and kicked him, abused him with homophobic epithets and shouted: ""This is MAGA country.""...

It has also emerged that the brother were extras on the ""Empire"" show in which Smollett stars...

On Thursday,Chicago media reported that police were investigating whether Smollett staged the attack. Chicago police officials said this was ""unconfirmed,"" adding that there was “no evidence to support their reporting and their supposed [Chicago Police Department] sources are uninformed and inaccurate.”

Chicago police confirmed Friday that the two men have a “relationship” with Smollett."
9,https://www.pressherald.com/2019/02/15/chicago-police-arrest-2-suspects-in-smollett-attack/,2019-02-15 00:00:00,Chicago police arrest 2 suspects in attack on ‘Empire’ actor Jussie Smollett,[],https://multifiles.pressherald.com/uploads/sites/4/2019/02/1825528_Empire_Cast_Member_Attack_5.jpg,"['smollett', 'jussie', 'empire', 'worked', 'chicago', 'spokesman', 'guglielmi', 'attack', 'believe', 'actor', 'suspects', 'men', 'masked', 'arrest', 'black']","CHICAGO — The investigation into black actor Jussie Smollett’s account of being beaten in a racist, anti-gay attack took a sharp turn Friday when police announced the arrest of two black men they believe assaulted the “Empire” cast member.

At least one of the men worked on the TV show, police said.

Jussie Smollett says he was attacked by two masked men. Evan Agostini/Invision/AP

Police spokesman Anthony Guglielmi said authorities had probable cause to believe the suspects committed assault and battery against Smollett. But they had not been charged as of Friday afternoon.

Smollett, who is gay, has said two masked men shouting racial and anti-gay slurs and “This is MAGA country!” beat him and looped a rope around his neck early on Jan. 29 before running away. He said they also poured some kind of chemical on him.

The police spokesman said that there is “no evidence to say that this is a hoax” and that Smollett “continues to be treated by police as a victim, not a suspect.”

The two suspects, identified only as Nigerian brothers, were picked up at Chicago’s O’Hare Airport on their return from Nigeria after police learned at least one worked on “Empire,” Guglielmi said. He said he did not know what the man’s job was.

Send questions/comments to the editors."
